customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day
4250.282624,0,61,17,1,1,7,292.8,California,Yes,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Agent,Four-Door Car,Small,January,Tuesday
19776.56654,70699,82,1,57,0,2,256.813837,Oregon,No,Extended,High School or Below,Employed,F,Urban,Divorced,Personal Auto,L2,3,Agent,Four-Door Car,Medsize,January,Sunday
21343.46599,0,74,11,85,1,2,355.2,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,January,Thursday
2413.139714,27501,63,20,0,0,1,542.319401,California,No,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,L1,4,Branch,Four-Door Car,Medsize,January,Thursday
8456.961887,25141,73,12,4,1,2,25.438063,Nevada,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,January,Sunday
2189.642522,0,61,5,46,3,1,292.8,Nevada,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,L2,3,Agent,Four-Door Car,Small,January,Friday
5780.182197,51066,74,23,0,0,8,787.993313,California,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L2,2,Call Center,Four-Door Car,Medsize,February,Saturday
4639.981638,28358,117,24,37,0,1,84.024413,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,L2,2,Call Center,Sports Car,Medsize,January,Tuesday
4465.335703,61846,112,1,48,0,1,215.8182,Washington,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L2,2,Agent,SUV,Medsize,February,Tuesday
5968.118877,90972,74,3,47,0,8,232.926145,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Medsize,January,Thursday
4076.634665,29549,104,17,51,0,1,710.433775,California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L2,2,Call Center,Sports Car,Small,January,Sunday
12252.60179,0,115,12,17,1,2,552.0,California,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Friday
16936.27147,39411,217,4,29,2,4,1122.658899,Nevada,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,3,Branch,Luxury Car/SUV,Medsize,January,Monday
4892.435461,21709,62,28,17,0,3,408.374746,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,2,Branch,Four-Door Car,Large,February,Friday
9942.304791,67890,85,23,57,0,2,408.0,Nevada,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,L2,4,Agent,Four-Door Car,Small,January,Wednesday
3735.838129,0,110,3,16,0,1,792.0,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Agent,SUV,Medsize,January,Tuesday
4574.524094,99316,114,26,53,0,1,754.358929,California,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,L3,2,Branch,SUV,Medsize,January,Sunday
5470.060561,54507,138,20,11,0,1,702.990032,Arizona,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L1,2,Agent,SUV,Medsize,February,Thursday
2978.84601,64586,76,3,17,0,1,206.837111,California,No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,L1,3,Branch,Four-Door Car,Medsize,January,Thursday
6410.967544,61709,82,5,41,2,7,275.395894,Oregon,No,Extended,College,Employed,M,Urban,Married,Personal Auto,L3,3,Branch,Four-Door Car,Medsize,February,Tuesday
4479.023088,94656,111,12,79,1,1,459.738128,California,No,Basic,Master or above,Employed,M,Urban,Married,Special Auto,L2,4,Web,SUV,Medsize,January,Saturday
2383.731879,0,69,5,40,0,1,496.8,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,L3,4,Branch,Two-Door Car,Small,February,Saturday
2764.493659,61085,70,27,34,1,1,336.0,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Medsize,January,Thursday
7920.105377,89284,67,7,31,3,2,321.6,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,4,Agent,Two-Door Car,Small,January,Thursday
6889.097981,0,63,6,12,0,2,302.4,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,L2,1,Branch,Four-Door Car,Small,January,Sunday
3274.194616,31686,81,11,33,0,1,430.994107,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Small,January,Tuesday
9951.707743,56855,255,12,1,0,1,1836.0,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Single,Corporate Auto,L3,4,Web,Luxury Car/SUV,Medsize,February,Thursday
2521.555686,53703,67,3,45,2,1,67.632476,Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Special Auto,L3,1,Branch,Four-Door Car,Medsize,February,Wednesday
23706.11337,0,96,12,35,1,2,844.481918,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L1,3,Branch,Two-Door Car,Medsize,February,Thursday
6047.02516,20396,76,15,60,1,4,364.8,California,Yes,Extended,College,Employed,M,Suburban,Married,Personal Auto,L1,1,Branch,Four-Door Car,Medsize,February,Saturday
11140.30248,27679,150,30,28,0,3,722.486994,California,No,Premium,Master or above,Disabled,F,Suburban,Single,Personal Auto,L1,1,Call Center,SUV,Medsize,January,Friday
4334.064096,23904,123,1,67,3,1,590.4,Nevada,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,L3,1,Agent,SUV,Medsize,February,Sunday
2799.74791,65351,69,4,54,0,1,481.027516,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L1,2,Call Center,Four-Door Car,Medsize,February,Friday
7923.136624,0,113,20,1,0,7,1124.427734,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Agent,SUV,Medsize,January,Tuesday
3688.110888,0,63,0,54,3,7,669.682001,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Call Center,Four-Door Car,Medsize,February,Thursday
12067.45599,0,116,14,35,0,2,1284.093173,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Agent,SUV,Medsize,January,Sunday
2924.976721,64459,72,16,64,0,1,240.259479,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,January,Sunday
15014.0927,32961,190,13,53,0,3,912.0,California,No,Premium,College,Employed,M,Suburban,Married,Corporate Auto,L2,1,Branch,SUV,Small,January,Wednesday
9277.233839,71416,116,10,0,0,3,556.8,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,L3,2,Agent,SUV,Medsize,January,Tuesday
6274.123875,68964,78,15,6,0,3,115.086827,Washington,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,L3,3,Web,Four-Door Car,Medsize,January,Monday
3886.647414,78108,98,12,34,0,1,470.4,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,2,Agent,Two-Door Car,Small,January,Tuesday
4386.277558,10621,67,28,22,0,5,321.6,California,Yes,Basic,College,Retired,M,Suburban,Single,Special Auto,L3,1,Agent,Four-Door Car,Medsize,February,Friday
11365.26766,84910,95,4,69,0,2,383.167471,Washington,No,Extended,College,Employed,M,Urban,Married,Corporate Auto,L3,2,Web,Two-Door Car,Small,January,Saturday
5610.96434,77493,70,2,35,0,3,307.963291,California,No,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,L3,1,Agent,Four-Door Car,Medsize,February,Thursday
2912.892035,81097,74,7,67,0,1,355.2,Arizona,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,L1,4,Agent,Four-Door Car,Small,February,Monday
6915.729915,96610,85,6,23,0,3,520.364752,Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,L1,4,Call Center,Four-Door Car,Large,January,Tuesday
6262.663307,30110,159,20,71,0,1,466.436375,Oregon,No,Premium,College,Employed,M,Urban,Married,Corporate Auto,L3,4,Agent,Sports Car,Small,February,Saturday
6503.397049,22081,84,1,9,0,6,451.670309,Oregon,Yes,Extended,High School or Below,Disabled,F,Suburban,Married,Special Auto,L3,1,Agent,Two-Door Car,Small,February,Saturday
8007.399376,0,112,12,93,0,3,537.6,Washington,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,L3,1,Web,Sports Car,Medsize,January,Sunday
2929.916512,98473,72,19,69,0,1,345.6,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,January,Sunday
5969.55297,97431,74,1,72,0,3,355.2,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,3,Branch,Four-Door Car,Medsize,January,Wednesday
5645.396665,50366,72,9,5,0,9,428.734656,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,L1,1,Call Center,Four-Door Car,Small,February,Sunday
6369.262355,34498,83,30,72,0,7,398.4,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,2,Branch,Two-Door Car,Small,January,Thursday
11833.76732,16552,103,23,53,0,2,494.4,Oregon,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,L3,2,Call Center,SUV,Small,January,Monday
6121.107929,26787,77,7,50,0,5,369.6,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,L3,3,Branch,Four-Door Car,Medsize,January,Monday
5159.369746,0,74,2,42,0,9,831.752839,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Branch,Two-Door Car,Medsize,February,Thursday
2514.59196,43860,65,15,58,0,1,156.124914,Nevada,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,L3,2,Agent,Four-Door Car,Medsize,February,Monday
8668.611261,21474,114,13,72,2,9,373.428187,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,L3,1,Agent,SUV,Small,February,Sunday
4960.965384,18174,66,8,16,0,9,395.934815,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,L1,1,Agent,Four-Door Car,Small,February,Saturday
5504.139033,0,73,18,45,0,5,350.4,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,L1,1,Call Center,Four-Door Car,Medsize,February,Tuesday
7507.455372,60920,64,10,61,0,2,231.201886,Arizona,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,L3,2,Agent,Two-Door Car,Medsize,February,Sunday
32269.85139,41520,90,18,70,0,2,289.904105,Arizona,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Sunday
5657.031588,0,152,12,89,0,1,729.6,Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Web,SUV,Small,February,Tuesday
5061.757902,0,68,19,16,0,8,326.4,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L3,3,Call Center,Two-Door Car,Medsize,February,Wednesday
5912.783829,72208,73,3,84,0,8,350.4,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L3,1,Branch,Two-Door Car,Small,January,Tuesday
15182.27975,53863,63,12,30,0,2,105.765111,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,L2,1,Web,Four-Door Car,Large,February,Thursday
10747.03094,66446,136,8,77,0,3,639.464548,Washington,No,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,L1,2,Branch,SUV,Large,February,Friday
2050.623512,0,61,18,26,0,1,292.8,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Small,February,Wednesday
5343.121327,64460,66,18,42,0,3,316.8,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L3,2,Agent,Two-Door Car,Small,February,Friday
8119.829071,46618,67,22,77,0,2,99.085943,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L1,3,Agent,Four-Door Car,Large,January,Friday
4605.265164,0,64,13,64,0,4,307.2,Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,L3,1,Branch,Four-Door Car,Small,February,Monday
6408.785577,49988,84,6,37,5,5,566.935022,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,L2,2,Web,Two-Door Car,Large,February,Thursday
2376.533508,0,91,2,8,5,1,436.8,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,January,Monday
3211.070017,16269,86,6,84,0,1,412.8,California,No,Extended,Bachelor,Disabled,M,Suburban,Divorced,Corporate Auto,L2,3,Agent,Two-Door Car,Medsize,February,Tuesday
5094.522262,72006,64,4,38,0,3,307.2,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L1,4,Agent,Four-Door Car,Medsize,February,Sunday
25755.27817,0,81,3,60,2,2,388.8,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L2,4,Call Center,Four-Door Car,Small,January,Friday
8044.73072,44320,67,13,79,0,2,321.6,California,No,Basic,Master or above,Employed,M,Suburban,Married,Personal Auto,L2,1,Call Center,Four-Door Car,Medsize,January,Tuesday
4001.519098,19782,108,13,66,0,1,773.470977,Arizona,No,Premium,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,L3,3,Web,Two-Door Car,Medsize,February,Wednesday
8544.411077,28224,109,13,13,0,8,523.2,Arizona,No,Basic,Master or above,Employed,M,Suburban,Single,Personal Auto,L3,1,Call Center,SUV,Medsize,February,Monday
7805.31287,21073,106,25,54,1,3,508.8,Washington,Yes,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,L3,1,Agent,SUV,Small,January,Thursday
6112.756868,63243,77,21,73,0,3,364.240307,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Large,February,Saturday
10979.09559,94827,135,5,64,0,4,354.729129,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,February,Monday
5004.263818,39161,63,18,83,1,4,283.995953,California,No,Basic,Master or above,Employed,F,Urban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Small,January,Sunday
13223.04379,37534,84,2,0,2,2,403.2,Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,L3,3,Branch,Four-Door Car,Medsize,February,Wednesday
2623.31543,80210,65,30,28,0,1,20.543176,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,February,Sunday
5106.111827,30110,64,2,4,0,5,140.165035,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L1,1,Web,Four-Door Car,Medsize,February,Tuesday
17930.60451,21708,68,28,77,0,2,326.4,Arizona,No,Basic,College,Medical Leave,F,Suburban,Divorced,Personal Auto,L2,1,Web,Four-Door Car,Medsize,January,Sunday
5457.342569,94731,67,23,65,0,4,321.6,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,February,Wednesday
6563.644143,32375,83,17,83,0,6,398.4,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,1,Agent,Four-Door Car,Small,February,Tuesday
4812.525221,16531,63,0,40,0,4,102.879769,Oregon,No,Basic,College,Medical Leave,M,Rural,Married,Corporate Auto,L1,1,Web,Four-Door Car,Medsize,January,Monday
29328.04185,32006,94,28,7,0,2,56.868289,Arizona,No,Extended,Master or above,Employed,F,Rural,Single,Corporate Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Sunday
5773.520711,81676,72,21,86,0,8,463.158502,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,1,Agent,Two-Door Car,Small,February,Tuesday
6847.1189,71038,86,15,56,0,3,205.444066,California,No,Extended,College,Employed,M,Rural,Married,Corporate Auto,L1,4,Agent,Four-Door Car,Medsize,January,Tuesday
3595.31286,0,103,20,43,0,1,741.6,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,L3,2,Call Center,Sports Car,Medsize,January,Friday
22855.61209,20832,65,8,32,0,2,56.371967,Nevada,No,Basic,Master or above,Medical Leave,F,Rural,Married,Personal Auto,L3,1,Call Center,Two-Door Car,Medsize,January,Wednesday
7859.414569,0,113,19,10,0,7,813.6,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Branch,SUV,Medsize,January,Saturday
4115.577437,52405,103,2,27,0,1,494.4,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Medsize,February,Wednesday
5029.638777,0,133,3,89,0,1,795.864079,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Agent,Sports Car,Small,February,Friday
4821.418454,26583,128,6,46,4,1,614.4,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,2,Agent,SUV,Medsize,February,Sunday
5004.310469,25486,65,15,53,0,3,72.438681,Oregon,No,Basic,Master or above,Disabled,M,Rural,Married,Special Auto,L3,1,Web,Two-Door Car,Medsize,February,Thursday
8630.053943,24065,111,30,1,0,5,532.8,Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate Auto,L2,1,Branch,Four-Door Car,Medsize,January,Sunday
9322.08512,70435,116,0,50,0,4,67.881546,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,February,Thursday
3652.532435,39679,92,2,85,0,1,641.388616,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Medsize,February,Wednesday
6158.601171,0,89,13,45,0,5,342.481173,Nevada,No,Extended,College,Unemployed,M,Urban,Single,Personal Auto,L2,1,Web,Four-Door Car,Medsize,January,Friday
4376.083958,0,69,21,70,4,3,331.2,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,L2,4,Web,Two-Door Car,Medsize,January,Friday
5569.456156,53565,71,27,34,1,6,340.8,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Small,February,Tuesday
2576.513006,37574,66,19,14,1,1,412.101933,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,February,Thursday
8346.983233,48259,108,14,79,0,3,73.700573,Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,L2,1,Branch,Two-Door Car,Medsize,February,Wednesday
6323.923864,78532,78,25,87,0,3,374.4,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,January,Friday
5973.14343,96163,73,23,90,0,3,350.4,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,L3,1,Call Center,Four-Door Car,Medsize,February,Monday
4706.676993,0,72,0,86,0,7,345.6,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Thursday
8093.410258,0,114,9,72,1,5,722.024742,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L1,1,Agent,Sports Car,Medsize,February,Saturday
5035.744643,72672,63,7,39,0,5,259.361117,Washington,No,Basic,College,Employed,M,Urban,Married,Personal Auto,L2,2,Call Center,Four-Door Car,Large,January,Sunday
7288.884849,79494,91,19,30,0,3,396.295614,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,L2,4,Agent,Four-Door Car,Large,January,Saturday
18042.47942,35704,225,21,35,0,8,358.281562,Oregon,No,Extended,Master or above,Employed,M,Rural,Married,Personal Auto,L3,1,Branch,Luxury Car/SUV,Medsize,January,Tuesday
4992.063043,0,71,6,5,0,3,653.388564,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,L2,3,Web,Four-Door Car,Small,January,Thursday
9102.267849,26049,118,17,6,0,6,121.032372,Oregon,No,Premium,High School or Below,Disabled,F,Rural,Married,Personal Auto,L2,1,Call Center,Two-Door Car,Large,January,Wednesday
2540.407726,70125,64,21,77,0,1,92.813396,Arizona,No,Basic,Master or above,Employed,M,Rural,Single,Special Auto,L2,2,Branch,Four-Door Car,Medsize,January,Sunday
2365.348601,0,66,25,51,2,1,159.636956,Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special Auto,L2,2,Branch,Four-Door Car,Medsize,January,Thursday
5720.765064,41770,72,0,60,0,9,476.156957,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Small,February,Friday
7035.534088,0,101,16,88,0,8,727.2,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,L3,3,Web,Four-Door Car,Medsize,January,Tuesday
5395.831967,70051,68,15,69,0,8,42.078345,Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,L3,4,Web,Four-Door Car,Medsize,February,Monday
8382.630118,19683,117,17,41,1,9,561.6,Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,L2,1,Web,Sports Car,Medsize,February,Friday
31161.74523,30916,112,7,65,0,2,200.11606,Washington,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L1,1,Agent,SUV,Small,February,Wednesday
